GEO_ID,Unnamed: 0,STATE,COUNTY,WNTW_RISKV,WNTW_RISKR,WNTW_EALS,WNTW_ALRB,WNTW_ALRP,WNTW_ALRA,WNTW_ALR_NPCTL
310M700US33860,0,Alabama,Autauga,8494.906508461541,Very Low,15.784586815227485,2.6877164e-07,7.410082e-09,8.725776966e-06,10.46115753636645
310M700US19300,1,Alabama,Baldwin,65619.70163777222,Relatively Low,56.20550913030021,1.268231e-09,2.2871204e-08,1.54835992e-07,13.33952336737852
310M700US13820,3,Alabama,Bibb,7496.186939883645,Very Low,13.308573197152583,9.01467864e-07,1.2702997e-08,1.2020148854e-05,16.991643454038996
310M700US13820,4,Alabama,Blount,17175.160728869163,Very Low,23.645930052615288,5.26842547e-07,1.4820163e-08,2.00296535e-07,12.0396162178892
310M700US11500,7,Alabama,Calhoun,35926.1902929671,Relatively Low,39.30671618693904,2.38726947e-07,1.7995913e-08,6.34619789e-07,11.451562983596412
310M700US13820,10,Alabama,Chilton,12394.812962617954,Very Low,18.322500773754253,4.98837529e-07,1.1644414e-08,8.843195604e-06,12.720519962859797
310M700US22520,16,Alabama,Colbert,30304.32427443928,Relatively Low,36.61405137728258,5.25173411e-07,3.0818521e-08,2.19516863e-07,18.353450943980192
310M700US33860,25,Alabama,Elmore,10850.738917353894,Very Low,19.312906220984217,1.89596062e-07,7.410082e-09,9.283482347e-06,9.316001238006807
310M700US23460,27,Alabama,Etowah,27753.591689807872,Relatively Low,34.81894150417828,2.74880127e-07,1.5878746e-08,2.65361285e-07,10.894459919529558
310M700US20020,30,Alabama,Geneva,19112.227011059837,Very Low,24.203033116682136,1.030588489e-06,3.1296644e-08,1.014225677e-06,22.005571030640677
310M700US46220,31,Alabama,Greene,14985.18295423281,Very Low,18.60105230578768,1.481208235e-06,8.6065321e-08,9.33135721e-07,38.09965954812751
310M700US46220,32,Alabama,Hale,6679.967534703865,Very Low,10.894459919529558,9.63136433e-07,1.1644414e-08,8.22167858e-07,18.724852986691428
310M700US20020,33,Alabama,Henry,22538.53164540236,Relatively Low,28.536056948313217,3.789898947e-06,3.129648e-08,1.014213077e-06,41.78272980501393
310M700US20020,34,Alabama,Houston,69711.28741382553,Relatively Low,53.41999380996596,6.91210848e-07,3.129648e-08,1.014213077e-06,20.17951098731043
310M700US13820,36,Alabama,Jefferson,55094.289780670966,Relatively Low,50.69637883008357,3.4175221e-08,5.683595e-09,1.0630872614e-05,6.437635406994738
310M700US22520,38,Alabama,Lauderdale,61592.76564042193,Relatively Low,53.48189415041783,3.10370421e-07,4.6285741e-08,2.31689779e-07,22.90312596719282
310M700US19460,39,Alabama,Lawrence,21092.348335195325,Relatively Low,27.97895388424637,1.300341102e-06,2.9005667e-08,2.13325276e-07,22.655524605385327
310M700US12220,40,Alabama,Lee,16242.228016752084,Very Low,24.72918601052305,7.0568507e-08,6.351498e-09,1.521319615e-06,6.932838130609718
310M700US26620,41,Alabama,Limestone,186987.52654694577,Relatively Moderate,80.87279480037141,4.89546621e-07,1.46874747e-07,2.8711001e-07,51.87248529866915
310M700US33860,42,Alabama,Lowndes,10846.7224528904,Very Low,15.010832559579075,9.69505449e-07,3.9120601e-08,7.860878019e-06,27.669452181987005
310M700US12220,43,Alabama,Macon,2920.0369530037287,Very Low,7.180439492417208,2.8727696e-07,5.292915e-09,6.197770588e-06,11.606313834726093
310M700US26620,44,Alabama,Madison,785648.753762976,Relatively High,96.28597957288764,9.5161506e-08,1.7279382e-07,3.26949869e-07,57.87681832250078
310M700US33660,48,Alabama,Mobile,130183.37657632702,Relatively Moderate,70.93779015784587,1.365779e-09,2.3267091e-08,1.55475587e-07,13.52522438873414
310M700US33860,50,Alabama,Montgomery,19660.767695162136,Very Low,25.657691117301145,3.1218204e-08,5.292915e-09,7.817599066e-06,6.963788300835655
310M700US19460,51,Alabama,Morgan,275343.57771077054,Relatively Moderate,84.55586505725782,3.39374842e-07,1.55514438e-07,3.12311881e-07,53.72949551222532
310M700US46220,53,Alabama,Pickens,42772.31103076117,Relatively Low,38.2544103992572,1.882196669e-06,1.01713562e-07,6.8579424e-07,43.08263695450325
310M700US17980,56,Alabama,Russell,30561.07291070216,Relatively Low,33.76663571649644,2.08415695e-07,3.129648e-08,1.859912619e-06,17.05354379449087
310M700US13820,57,Alabama,St. Clair,24062.82613008833,Relatively Low,33.30238316310739,3.69322006e-07,1.693733e-08,9.49963889e-07,11.730114515629836
310M700US13820,58,Alabama,Shelby,41440.37955905436,Relatively Low,48.83936861652738,9.685957e-08,1.5878746e-08,3.358093466e-06,9.780253791395852
310M700US46220,62,Alabama,Tuscaloosa,48658.94526386005,Relatively Low,48.715567935623646,1.62258474e-07,1.4820163e-08,1.129268083e-06,9.5636025998143
310M700US13820,63,Alabama,Walker,24463.47031150625,Relatively Low,28.597957288765087,6.19689568e-07,1.4820163e-08,9.67699762e-07,14.298978644382544
310M700US43420,98,Arizona,Cochise,21320.725664708847,Relatively Low,25.348189415041784,3.922454e-09,1.0582255e-08,2.895e-12,8.016094088517486
310M700US22380,99,Arizona,Coconino,259471.9271931588,Relatively Moderate,83.4416589291241,2.13369748e-07,1.26228065e-07,6.326e-12,47.8180129990715
310M700US38060,104,Arizona,Maricopa,5734.035303726244,Very Low,11.482513153822346,1.08654e-10,9.2893e-11,1.95e-13,4.766326214794182
310M700US29420,105,Arizona,Mohave,1627.44526660459,Very Low,5.725781491798205,6.179145e-09,3.75346e-10,1.132e-12,5.044877746827607
310M700US46060,107,Arizona,Pima,202036.731513426,Relatively Moderate,77.87062828845558,1.0897483e-08,1.2943419e-08,2.271e-12,8.696997833488085
310M700US38060,108,Arizona,Pinal,3274.12161364659,Very Low,7.768492726709997,9.27807e-10,5.3861e-10,2.83e-13,5.075827917053544
310M700US39150,110,Arizona,Yavapai,316288.0672949451,Relatively High,87.09377901578459,7.9071741e-08,9.7762907e-08,2.47e-12,41.16372640049521
310M700US49740,111,Arizona,Yuma,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US22220,115,Arkansas,Benton,342648.9586751644,Relatively High,88.73413803775922,2.91971536e-07,7.6315011e-08,7.4791583069e-05,43.82544103992572
310M700US27860,127,Arkansas,Craighead,52639.23910406276,Relatively Low,47.44661095636025,7.30748185e-07,8.926748e-09,7.2967398142e-05,43.70164035902199
310M700US22900,128,Arkansas,Crawford,1008056.9740325788,Very High,96.4097802537914,6.848136322e-05,1.36462171e-07,7.4791583096e-05,89.32219127205198
310M700US32820,129,Arkansas,Crittenden,35526.10041519009,Relatively Low,36.49025069637883,1.428315329e-06,1.1395155e-08,4.742880879e-05,45.620550913030016
310M700US30780,134,Arkansas,Faulkner,798104.5899459616,Relatively High,95.69792633859488,3.0942170279e-05,8.3208641e-08,4.5604623839e-05,78.70628288455586
310M700US26300,137,Arkansas,Garland,1088537.5862738048,Very High,96.90498297740636,4.1310126254e-05,3.8272393e-08,4.1956253932e-05,86.1652739090065
310M700US30780,138,Arkansas,Grant,55497.900139203455,Relatively Low,51.43918291550603,2.030298e-05,3.1616325e-08,3.4659514118e-05,72.64004952027237
310M700US45500,152,Arkansas,Little River,40142.46265686893,Relatively Low,42.92788610337357,1.0252301796e-05,2.9952308e-08,3.2835329164e-05,66.97616836892603
310M700US30780,154,Arkansas,Lonoke,198138.5087445144,Relatively Moderate,79.94428969359333,1.6561455604e-05,4.909712e-09,4.0132068972e-05,78.21108016094088
310M700US22220,155,Arkansas,Madison,59300.271932628806,Relatively Low,51.03683070256887,2.022483678e-06,8.3760378e-08,8.208832291e-05,71.03064066852369
310M700US45500,157,Arkansas,Miller,286210.21375733765,Relatively Moderate,84.18446301454658,2.9028731703e-05,3.4944359e-08,3.8307884025e-05,81.18229650263075
310M700US30780,164,Arkansas,Perry,116371.71657464652,Relatively Moderate,66.57381615598887,5.5135190341e-05,7.3223604e-08,4.0132068978e-05,87.21757969668833
310M700US27860,167,Arkansas,Poinsett,34772.623503625146,Relatively Low,36.892602909316,2.910848186e-06,8.257242e-09,6.7494843219e-05,71.92819560507583
310M700US30780,171,Arkansas,Pulaski,3648006.8449374577,Very High,99.7523986381925,3.7611455108e-05,6.9022056e-08,3.8307882379e-05,83.10120705663881
310M700US30780,174,Arkansas,Saline,738366.103259442,Relatively High,95.75982667904674,3.7588514953e-05,6.0555003e-08,3.8307884025e-05,81.61559888579387
310M700US22900,177,Arkansas,Sebastian,2145199.495555186,Very High,99.10244506344785,5.845970031e-05,1.16492097e-07,6.3846473375e-05,88.48653667595171
310M700US22220,183,Arkansas,Washington,3904293.0906008775,Very High,99.78334880841844,7.3492194675e-05,8.1899036e-08,8.0264137882e-05,90.59114825131536
310M700US41860,187,California,Alameda,0.000750614132459,Very Low,4.302073661405138,0.0,0.0,0.0,4.271123491179202
310M700US17020,190,California,Butte,9423.08826519152,Very Low,15.753636645001547,1.471309e-09,3.118908e-09,1.16e-13,5.787681832250077
310M700US41860,193,California,Contra Costa,0.113046265500536,Very Low,4.456824512534819,3.9e-13,3e-15,0.0,4.425874342308882
310M700US40900,195,California,El Dorado,112263.52237737372,Relatively Moderate,69.11173011451564,5.8879644e-08,4.5653141e-08,4.43e-12,22.500773754255647
310M700US23420,196,California,Fresno,921.5496734610036,Very Low,5.292479108635098,2.70438e-09,3.1066e-11,1e-15,5.013927576601671
310M700US20940,199,California,Imperial,0.000557356501585,Very Low,4.271123491179202,8e-15,0.0,0.0,4.302073661405138
310M700US12540,201,California,Kern,8136.819198724214,Very Low,14.1751779634788,6.385859e-09,5.36013e-10,6.73e-13,5.137728257505416
310M700US25260,202,California,Kings,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US31080,205,California,Los Angeles,56394.82510159064,Relatively Low,49.55122253172392,4.63587e-10,3.94706e-10,9.91e-13,4.952027236149799
310M700US23420,206,California,Madera,18646.14712520921,Very Low,23.61497988238936,2.41042895e-07,4.219061e-09,3e-15,9.501702259362428
310M700US41860,207,California,Marin,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US32900,210,California,Merced,0.025680932036649,Very Low,4.425874342308882,3.22e-13,2e-15,0.0,4.394924172082947
310M700US41500,213,California,Monterey,146.01318619638337,Very Low,4.828226555246054,4.81028e-10,2.1164e-11,1.4e-14,4.735376044568245
310M700US34900,214,California,Napa,0.308699014221943,Very Low,4.487774682760755,2.68e-13,1.47e-13,1e-15,4.487774682760755
310M700US31080,216,California,Orange,44.53253022738984,Very Low,4.673475704116373,1.192e-12,1.404e-12,0.0,4.580625193438563
310M700US40900,217,California,Placer,22341.441944075166,Relatively Low,33.79758588672237,8.9379e-09,4.76575e-09,2.14e-13,6.035283194057568
310M700US40140,219,California,Riverside,27903.15164348633,Relatively Low,30.981120396162176,4.40443e-10,7.28353e-10,7.3e-13,5.230578768183225
310M700US40900,220,California,Sacramento,7706.733585309316,Very Low,13.33952336737852,2.145948e-09,3.0522e-10,1.69e-13,4.890126895697926
310M700US41940,221,California,San Benito,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US40140,222,California,San Bernardino,11157.332166659598,Very Low,18.074899411946767,8.317466e-09,2.48151e-10,1.55e-13,5.10677808727948
310M700US41740,223,California,San Diego,19241.185522457847,Very Low,25.069637883008355,6.98232e-10,3.86733e-10,8.45e-13,4.921077065923862
310M700US41860,224,California,San Francisco,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US44700,225,California,San Joaquin,11931.414133594848,Very Low,17.39399566697617,6.567662e-09,8.93633e-10,1.69e-13,5.385329619312906
310M700US42020,226,California,San Luis Obispo,0.479170880445367,Very Low,4.518724852986692,1.623e-12,1.28e-13,3.1e-14,4.456824512534819
310M700US41860,227,California,San Mateo,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US42200,228,California,Santa Barbara,54.21224610476432,Very Low,4.704425874342308,1.42199e-10,8.97e-12,1.18e-13,4.6115753636645
310M700US41940,229,California,Santa Clara,0.002195991649214,Very Low,4.36397400185701,1e-15,0.0,0.0,4.333023831631074
310M700US42100,230,California,Santa Cruz,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US39820,231,California,Shasta,13346.84610118214,Very Low,19.746208604147323,5.092668e-09,4.844672e-09,1.4554e-11,6.066233364283503
310M700US46700,234,California,Solano,6135.999023583032,Very Low,12.132466728567008,6.558279e-09,8.92095e-10,1.69e-13,5.35437944908697
310M700US42220,235,California,Sonoma,4.646104850800192,Very Low,4.580625193438563,3.87e-13,6.32e-13,0.0,4.518724852986692
310M700US33700,236,California,Stanislaus,5895.522278217672,Very Low,10.492107706592387,6.568133e-09,5.53343e-10,1.69e-13,5.199628597957289
310M700US49700,237,California,Sutter,725.8953104772597,Very Low,5.137728257505416,9.36666e-10,4.24241e-10,1.69e-13,4.982977406375736
310M700US47300,240,California,Tulare,5785.3891045716,Very Low,10.46115753636645,4.630967e-09,7.00342e-10,4e-14,5.261528938409161
310M700US37100,242,California,Ventura,177.14395545079924,Very Low,4.766326214794182,2.34816e-10,9.085e-12,1.84e-13,4.673475704116373
310M700US40900,243,California,Yolo,1743.773972780417,Very Low,6.004333023831631,8.675528e-09,4.2426e-10,1.69e-13,5.168678427731352
310M700US49700,244,California,Yuba,1033.7480748900036,Very Low,5.35437944908697,2.400081e-09,8.1203e-10,1.12e-13,5.292479108635098
310M700US19740,245,Colorado,Adams,203898.7265564876,Relatively Moderate,80.40854224698236,1.963182861e-06,3.111671e-09,1.52222662e-07,37.913958526771886
310M700US19740,247,Colorado,Arapahoe,246796.53699026475,Relatively Moderate,86.28907458991024,2.248753983e-06,1.914232e-09,1.5273469e-07,43.51593933766636
310M700US14500,251,Colorado,Boulder,166384.25225249687,Relatively Moderate,80.19189105540082,2.25546679e-06,9.146334e-09,1.75245583e-07,36.335499845249146
310M700US19740,252,Colorado,Broomfield,233044.78992109624,Relatively Moderate,87.80563293098112,1.4622835146e-05,8.8925685e-08,1.55961626e-07,67.03806870937791
310M700US19740,255,Colorado,Clear Creek,71867.41973757933,Relatively Low,59.888579387186624,2.1820651952e-05,1.81534903e-07,2.85691459e-07,76.53977096874031
310M700US19740,261,Colorado,Denver,173831.01289749,Relatively Moderate,77.80872794800369,6.68648771e-07,9.215788e-09,1.52243429e-07,15.351284432064377
